Text,Emotion
"OMG, it's JULY'S LAST DAY!",surprise
i feel times less bitchy,anger
i feel like i have to start taking it more seriously but i m already exhausted,sadness
@laurarenee411 I'm so sorry!  I saw it too and it shocked me to the core.,surprise
im feeling bitchy and unappreciated today,anger
i don t feel that irritated,anger
"finally gave twitter a try, will find out why is it sooo popular ... hope i wont be too hooked",neutral
i want to make is this final one when we feel abused at these writers faking it we rupture the reader writer relationship,sadness
i feel emotional about how people have treated me over the last few months and years,sadness
@AndrewRatcliffe  they certainly warmed mine,neutral
"at dads, watching some mtv and am going on sims2 in a minutee",neutral
i was on to stop labor made me feel terrible,sadness
i am feeling so grumpy today,anger
hampa hatiku,neutral
Morning. Off to school... Ickkk!,neutral
i discovered that it gave me a great feeling of satisfaction to produce a blog post a delicious dish a few photos a written recipe that tangible job completed feeling that s rare in my life as a stay at home mom,joy
im desperately trying to stay away from black so i really am feeling proud whenever i put together a colourful outfit,joy
"@AboveAllFabric I so agree with you we have been married for 7 yrs, and this is our 6th move  BLAH!!!",neutral
i feel resentful that it hurts so much but i m also grateful she said for what i can do including disco swimming and even taking the stairs,anger
@tommk tell your friends to tie you to the railing. I expect a tweet tomorrow about headaches and feeling tired,neutral
Afternoon all - how is everybody?,neutral
i questioned myself wondering why didnt i feel jubilant,joy
Cheers Tony!!!! Btw notice no swear words in my tweets!,surprise
@Nessie__Cullen_ lol  emmett wont do a dance off again,neutral
i feel deeply remorseful and regretful,sadness
@electra126 As long as you take me with you,surprise
i feel that this a very clever and humorous idea that is memorable,joy
im really just here to write whats on my brain if you want to read it and tell me im crazy stupid boring awesome genius then feel free,joy
i get mad at my brain for slowing down in the summer and i have gotten frustrated that my work doesnt get done and i forget things and on top of it i feel lousy for a good chunk of the year,sadness
i feel our children are caught up in these unfortunate situations by no fault of their own and they so deserve to have a voice and someone to be there just for them and their best interests,sadness
there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow @ 9am.,neutral
i feel rotten all week because i hardly ever see you that s why i wrote this hopeless song i ve never been in love with a girl like you before darling come with me such a wonderful thing has never happened to me before you re the only one who touched my heart it s all a question of courage,sadness
http://twitpic.com/4jax3 - Update Ableton Live,neutral
im feeling quite cold actually,anger
"@mikdev  i leave the 27th, back the 5th or 6th.",neutral
@CHARITY_GANT popularity contest and they think twitter will help.... and it's become trendy,neutral
i feel as though you are determined to annoy me you know i dont want you listening to the radio,joy
@awesomeann7 well u weren't around 2 twit,neutral
i yearn for when i feel vulnerable,fear
@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,neutral
i feel petty even though the thoughts arent real fleshed out thoughts just these fluttering i should feel like this kind of thoughts,anger
i feel like ya allah im scared puff it was fun man then id an idea,fear
i left the meeting feeling a little hesitant about the situation,fear
@queenroxs,neutral
i feel content sending packet after packet out into the world,joy
has work this afternoon,neutral
i try to get in at least minutes a day five days a week though i have been known to skip a workout if i m feeling particularly lethargic or lazy,sadness
i feel so hesitant to say anything positive trying to hold my breath so to speak because none of this really matters until i know that shaun has passed the dlpt,fear
Found controls for left hand people like me on twitterrific. Excellent,surprise
"NOOOOO! serena and darrian don't remember each other, and i've been waiting all day to see them confess their love",surprise
i feel more vulnerable,fear
i don t know but it seems important to them that i feel unwelcome,sadness
im feeling a little more hopeful about my future and like matty always says i want my world to get bigger,joy
"@DevonStebnicki sux, I'm thinking of being an accountant. Mad monies! I'm a middleschool cafeteria manager  (25k/yr)",neutral
"@heartintherain yeah but they had to come barcelona, because not all the fans can be in that concert  COME BARCELONA! JESSI TE QUIERO",neutral
For FF plz follow @sbx_IronChef -I am following the Starbucks tag on http://wefollow.com &amp; my friend IronChef has dropped from #2 to #3!,neutral
i did not want to feel discouraged looking at a gain,sadness
@Welshgirl35 Hey  Why thankyou. How's u? x,neutral
i wanna talk tell you about sycf it stands for singapore youth chinese forum btw and although theres a singapore word inside i feel like the minority there p ok but thats beside the point,joy
